緯度,経度,郵便番号,都道府県,市区町村,町名,丁目,番,号,マンション名
35.7434496,139.7361461,,東京都,,,,,,Fille Nishigahara
35.650304,139.6374861,,東京都,,,一丁目,12,15,FineTime Coffee Roaster
35.5770591,139.727332,,東京都,,,,,,Florest Garden
35.5637146,139.7134828,,東京都,,,,26,11,Flos 蒲田
35.6025148,139.3465096,,東京都,,,,,,Forest Maison J
35.7233578,139.6858858,,東京都,,,,,,Forest Terrace
35.6496442,139.719888,,東京都,,,,1,24,Fort Hiroo
35.7048549,139.6288347,,東京都,,,,,,Fortress・S
35.6672217,139.6810583,,東京都,,,,,,Fresca 代々木上原2
35.6407136,139.6874093,,東京都,,,,,,Frontera
35.7392923,139.7467412,,東京都,,,,,,Frontier駒込
35.7489964,139.6404458,,東京都,,,,,,Furishia
35.5651698,139.7285488,144-0031,東京都,大田区,,東蒲田一丁目,10,4,Futaba Heights
35.7380887,139.7420358,,東京都,,,,,,G-BOX
35.6708567,139.7952791,,東京都,,,,,,G. MINERVA 門前仲町
35.6654988,139.7173989,,東京都,,,,,,G.Hハウス
35.6914388,139.6356301,,東京都,,,,,,G.communication 杉並オフィス
35.7602927,139.3110562,205-0014,東京都,羽村市,羽東,1丁目,22,2,G.oneビル
35.7230374,139.7479624,,東京都,,,,,,GALA RESIDENSE BUNKYO-HAKUSAN
35.6951975,139.77656,,東京都,,,,,,GALAステーション岩本町
35.7308496,139.741203,,東京都,,,,,,GALICIA SENGOKU
35.7790878,139.4933346,,東京都,,,,,,GARDEN SQUARE
35.6575782,139.3694507,,東京都,,,,,,GAハイム豊田
35.7371613,139.7431964,,東京都,,,,,,GENESIS
35.6908871,139.766469,,東京都,,,,,,GEO CHIYODA OTEMACHI
35.642881,139.735768,1080074,東京都,,,,,,GEO Takanwawa
35.7402296,139.7484164,,東京都,,,,,,GINZA PROCESS
35.7328533,139.7498437,,東京都,,,,,,GLORIA COMFORT BUNKYO HONKOMAGOME
35.7321983,139.5395368,,東京都,,,,,,GLORIO TANASHI
35.7016,139.6016708,,東京都,,,,,,GOLD MANSION SILENCE 西荻窪
35.732846,139.7360067,,東京都,,,,,,GRACE HIME
35.5627702,139.427732,,東京都,,,,,,GRACE YAGIWA
35.6749387,139.6666363,,東京都,,,,,,GRACE・MITUKI
35.6889667,139.8038599,,東京都,,,,,,GRACIA KIKUKAWA
35.7331894,139.737932,,東京都,,,,,,GRACIA SUGAMOEKIMAE
35.7334631,139.7516711,,東京都,,,,,,GRAN PASEO 本駒込
35.6940966,139.6668676,,東京都,,,,,,GRAND LIVIO MARKS HILL
35.7704055,139.6428125,179-0073,東京都,練馬区,田柄,2丁目,48,10,GRAND TERRACE AKATSU
35.7053107,139.7600045,,東京都,,本郷,2丁目,24,,GRAND TRUTH Hongo
35.7231787,139.6801402,,東京都,,,,,,GRAND VAN 西落合
35.7720948,139.6448296,,東京都,,,,,,GRAND-SUITE SHIMOAKATSUKA
35.7067657,139.7646839,,東京都,,,,43,14,GRANDE MAISON HONGOU SANCHOUME
35.5842593,139.6717737,,東京都,,,,,,GRANDEE 田園調布
35.7019982,139.5846937,,東京都,,,,,,GRANDIS KICHIJOJI
35.5457044,139.7451277,144-0043,東京都,大田区,,羽田三丁目,18,10,GRANDMAISON
35.5490993,139.7491847,144-0043,東京都,大田区,,羽田五丁目,11,9,GRANDVALUE羽田
35.6581328,139.3323532,,東京都,,,,,,GRAND八王子
35.7413627,139.7430742,,東京都,,,,,,GRANQUAL
35.5488079,139.7510629,144-0043,東京都,大田区,,羽田五丁目,15,17,GRANQUAL
35.7095894,139.6457094,,東京都,,,,,,GREEN CORPO
35.7331151,139.7491729,,東京都,,,,,,GREEN FLATS
35.7329601,139.7371005,,東京都,,,,,,GREEN LEAF SUGAMO
35.7040143,139.7806971,,東京都,台東区,,台東三丁目,2,3,GREEN OKACHIMACHI
35.6923878,139.6125558,,東京都,,,,,,GREEN TERRACE
35.7012264,139.6111854,,東京都,,,,,,GREENCROFT ANNEX
35.6551801,139.3457292,,東京都,,,,,,GREENLEAF HACHIOJI
35.6255443,139.7096726,,東京都,,,,,,GREEN芝MANSION
35.6405789,139.7400427,,東京都,,,,,,GSハイム三田
35.6983573,139.6677575,,東京都,,,,,,GSハイム中野
35.7351284,139.7362519,,東京都,,,,,,GSハイム巣鴨
35.6500927,139.718816,,東京都,,,,1,10,GSハイム広尾
35.7294931,139.7159895,,東京都,,,,,,GSハイム池袋
35.6717287,139.7279664,107-0052,東京都,港区,,赤坂八丁目,6,28,GSハイム第2赤坂
35.6976419,139.6973891,,東京都,,,,,24,GSプラザ新宿
35.6432425,139.6986954,,東京都,,,,,,GTテラス
35.6435382,139.6985676,,東京都,,,,,,GTハイツ
35.6539931,139.6744926,,東京都,,,,,,Gailiame
35.6939651,139.7683416,,東京都,,,,,,Gala City Kanda Awajicho
35.6950425,139.7686635,,東京都,,,,,,Gala Stage Kanda
35.6995758,139.7677231,,東京都,,外神田,2丁目,2,,Gala Stage Ochanomizu
35.73079,139.740364,,東京都,,,,,,Garden Court KATOH
35.7065824,139.7658217,,東京都,,湯島,2丁目,28,11,Garden Court湯島
35.7033121,139.765419,,東京都,,湯島,2丁目,2,9,Garden Grass御茶ノ水
35.702722,139.7888949,,東京都,,蔵前,4丁目,9,,Gardenia Kuramae
35.7452354,139.7374195,,東京都,,,,,,Gaía Villa
35.7911402,139.6694162,,東京都,,,,,,Genovia Itabashi West Green Veil
35.7484216,139.7431666,,東京都,,,,,,Glanz西ヶ原
35.7397864,139.7332165,,東京都,,,,,,Grace Sugamo
35.703857,139.766753,,東京都,,,,,,Grace Villa 御茶ノ水
35.7010652,139.787394,,東京都,,浅草橋,3丁目,22,,Gran Tiara Asakusabashi
35.6995616,139.7779493,,東京都,,,,,,GranDuo akihabara
35.6260215,139.7106452,,東京都,,,,,,Grand Ciel
35.7031706,139.773249,,東京都,,上野,3丁目,2,,Grand Force Akihabara
35.7052328,139.7676535,,東京都,,湯島,3丁目,20,,Grand Livio
35.6715497,139.6598983,,東京都,,,,,,Grand Park代田橋
35.6408293,139.6480095,,東京都,,,,,,Grand Soleil
35.734622,139.7485589,,東京都,,,,,,Grand Truth 駒込六義園
35.6338703,139.7328132,,東京都,,,,,,Grand Value 高輪
35.6903373,139.8143559,135-0002,東京都,江東区,,住吉二丁目,14,9,GrandChariot
35.7050319,139.7301902,,東京都,,,,,,Grande Maison Kagurazaka
35.7499436,139.7377368,,東京都,,,,,,Grandia
35.6715025,139.5754993,,東京都,,,,,,Grandifora
35.6415344,139.5197951,,東京都,,,,,,Grandir Liberté
35.7039974,139.6168199,,東京都,,,,,,Grandvan OGIKUBOⅡ
35.7072854,139.7692302,,東京都,,湯島,3丁目,27,,Gransite Bunkyo Yushima
35.7393437,139.744614,,東京都,,,,,,Green Heim
35.7073107,139.7918929,,東京都,,,,,,Green Lavras
35.6601983,139.4125667,,東京都,,,,,,Green Leaf Hamamura
35.7085618,139.7097638,,東京都,,,,19,5,Green Leaf Nishiwaseda
35.6964896,139.6166851,,東京都,,,,,,Green Mansion
35.7078529,139.8157596,,東京都,,業平,4丁目,12,,Green Sea Oshiage
35.7332975,139.7501149,,東京都,,,,,,Greenage Honkomagome
35.6667294,139.7365181,,東京都,,,,,,Grew Tower
35.7786152,139.7180736,,東京都,,,,,,Griya 赤羽
35.7239838,139.7532541,,東京都,,,1丁目,6,,Grocery本駒込
35.743756,139.7392004,,東京都,,,,,,Grottablu Komagome
35.5698951,139.7326308,143-0014,東京都,大田区,,大森中一丁目,,,Groundeux Omorimachi
35.6780378,139.8183765,135-0015,東京都,江東区,,千石三丁目,1,,Gスクエア
35.6780631,139.8182281,135-0015,東京都,江東区,,千石三丁目,1,,Gスクエア
35.7067347,139.6147426,,東京都,,,,,,Gフラット
35.6233186,139.7394526,,東京都,,,,,,HALEKEA shinagwa
35.6850081,139.6198155,,東京都,,,,,,HAMADAYAMA DUPLEX
35.5477442,139.7492863,144-0043,東京都,大田区,,羽田五丁目,24,11,HANEDASEIKOMantion
35.6610779,139.6590519,,東京都,,,,,,HARE DAITA
35.6513208,139.7779579,,東京都,,,,,,HARUMI FLAG PORT VILLAGE
35.6518472,139.7775413,,東京都,,,,,,HARUMI FLAG PORT VILLAGE
35.7059782,139.6147777,,東京都,,,,,,HEIGHTS HIJIKATA
35.6938148,139.6100849,,東京都,,,,,,HEIM AZALIE
35.7582148,139.3179314,205-0011,東京都,羽村市,,五ノ神一丁目,7,8,HERMANA.K
35.7581467,139.3181873,205-0011,東京都,羽村市,,五ノ神一丁目,7,5,HERMANA.S
35.6588799,139.3356466,,東京都,,,,,,HF八王子レジデンス
35.6947378,139.8120985,130-0022,東京都,墨田区,,江東橋二丁目,10,2,HF錦糸町レジデンス
35.642795,139.4110461,,東京都,,,,,,HILL'S L-R
35.6428722,139.4111939,,東京都,,,,,,HILL'S L-R
35.6985942,139.7775957,,東京都,,,,,,HIRO COURT
35.6839142,139.608402,,東京都,,,,,,HNハイム
35.7708602,139.4956679,,東京都,,,,,,HOKULE`A
35.6822439,139.6522327,,東京都,,,,,,HONANCHO WEST HEIGHTS
35.7435806,139.7382493,,東京都,,,,,,HOUSE-R
35.5487612,139.7436609,144-0043,東京都,大田区,,羽田二丁目,5,13,HOUSE翼
35.6029012,139.3504985,,東京都,,,,,,HSマンション
35.6793542,139.6797017,,東京都,,,,,,HULL HOUSE
35.7390999,139.7476777,,東京都,,,,,,HW.HILLS
35.7770473,139.4981995,,東京都,,,,,,Hagane
35.7350483,139.7491875,,東京都,,,,,,Harmony Gracia 駒込
35.7048229,139.7673979,,東京都,,,3丁目,4,8,Harmony Residence
35.7342423,139.7494456,,東京都,,,,,,Harmony Residence Komagome
35.6670895,139.7369828,,東京都,,,,,,Harris Tower
35.7074715,139.8157593,,東京都,,業平,4丁目,5,,Healing Gate 押上
35.6902348,139.5956561,,東京都,,,,,,Heart Land MISIA
35.7052256,139.6325909,,東京都,,,,,,Heights Chikuma
35.7366051,139.7451354,,東京都,,,,,,Heim Primavera A
35.7366936,139.7452268,,東京都,,,,,,Heim Primavera B
35.6742416,139.6651626,,東京都,,,,,,HiCity笹塚
35.7666161,139.3124151,,東京都,,,,,,Highness Grune
35.7017615,139.7659834,,東京都,,湯島,1丁目,9,,Hill Crest御茶ノ水
35.7380396,139.7447218,,東京都,,,,,,Hills Abbey Road Komagome
35.6183994,139.7212378,,東京都,,,,,,Hills 大崎
35.6890338,139.5845119,,東京都,,,,,,Hills三鷹台
35.7028979,139.7805371,,東京都,,,,16,,Hoei Court Akihabara
35.7375856,139.7449944,,東京都,,,,,,Honey Heights
35.6264451,139.7111959,,東京都,,,,,,Hourensou
35.7040766,139.6471563,,東京都,,,,,,House Na
35.7029098,139.7629888,,東京都,,本郷,3丁目,3,2,House大江
35.6996431,139.7087649,160-0022,東京都,新宿区,,新宿七丁目,26,25,Hulic Residence Shinjuku Toyama
35.6578357,139.7440241,,東京都,,,,,,Hyu-ga Grand Building 東麻布
35.7096234,139.5140317,,東京都,,,,,,H’s Garden
35.6497316,139.6823223,,東京都,,,,,,I.Oビル
35.6718299,139.4830589,,東京都,,,,,,I.P.Cレジデンス府中
35.6935393,139.8048194,,東京都,,,,,,I.Pハイツ
35.7896436,139.2895782,,東京都,,,,,,IHIスペースロード河辺
35.6872985,139.5971708,168-0082,東京都,杉並区,,久我山三丁目,26,5,IM ハイツ
35.7238186,139.7781334,,東京都,,,,,,INFINITY根岸
35.5926667,139.7079885,,東京都,,,,,,INITIA馬込
35.7397839,139.7481426,,東京都,,,,,,IWAMOTO HEIGHTS
35.6717387,139.654605,,東京都,,,,,,IZUMI山口
35.7152261,139.784516,,東京都,,,,,,Igrek
35.7122377,139.7904858,,東京都,,,,,,Initia Asakusa
35.7051366,139.7668342,,東京都,,湯島,2丁目,22,2,Initia Io Yushima Mikumizakaue
35.7139113,139.6052268,,東京都,,,,,,InthePark荻窪マイスターズハウス
35.6971331,139.582415,,東京都,,,,,,I・B コーポラス
35.7127854,139.6007977,,東京都,,,,,,J'city 西荻窪
35.5508012,139.7474434,144-0043,東京都,大田区,,羽田四丁目,3,9,J-CREST羽田
35.7344965,139.6761287,176-0005,東京都,練馬区,旭丘,1丁目,36,5,J-DREAM江古田
35.6598375,139.7210007,,東京都,,,,,,J-Grande 西麻布A
35.6598452,139.7211039,,東京都,,,,,,J-Grande 西麻布B
35.6598522,139.7212176,,東京都,,,,,,J-Grande 西麻布Ⅰ
35.6598515,139.7213254,,東京都,,,,,,J-Grande 西麻布Ⅱ
35.6598605,139.7214201,,東京都,,,,,,J-Grande 西麻布Ⅲ
35.6022988,139.699428,,東京都,,,,,,J.P.C長原
35.7305153,139.4821846,,東京都,,,,,,JEN-RU
35.6726344,139.6748381,,東京都,,,,,,JICA東京国際センター別館
35.5389799,139.455443,,東京都,,,,,,JMF Residence町田
35.646987,139.7040416,150-0021,東京都,渋谷区,,1丁目,33,6,JP noie 恵比寿西
35.6018823,139.7044512,,東京都,,,,,,JP noie 旗の台
35.7144968,139.7819968,,東京都,,,,,,JPark Ueno AXIS
35.6797937,139.7648286,,東京都,,,,,,JPタワー
35.6797937,139.7648286,100-0005,東京都,千代田区,,丸の内二丁目,7,2,JPタワー
35.688775,139.7019051,,東京都,渋谷区,新宿,4丁目,1,6,JR新宿ミライナタワー
35.6977696,139.4666058,,東京都,,,,,,JR東日本ドミトリー西国分寺
35.7364682,139.7361404,,東京都,,,,,,JTレジデンス巣鴨
35.7769586,139.496671,,東京都,,,,,,JUNプレジ秋津
35.6945335,139.6043874,,東京都,,,,,,JUN久我山コート
35.6885671,139.5983746,,東京都,,,,,,Jeunesse久我山
35.7057975,139.7663255,,東京都,文京区,湯島,2丁目,21,,Juntendo Espoir Yushima
35.7081166,139.6671357,,東京都,,,,46,10,J’sコート
35.6012095,139.7221336,,東京都,,,,,,Jタワー西大井イーストタワー
35.7194206,139.6056538,,東京都,,,,,,Jパレス上井草1号館
35.7193278,139.6052986,,東京都,,,,,,Jパレス上井草2号館
35.7082236,139.5845975,,東京都,,,,,,K CITY
35.6819669,139.6833851,,東京都,,,,,,K HOUSE
35.5505427,139.7484225,144-0043,東京都,大田区,,羽田四丁目,4,12,K&KHANEDA
35.6879804,139.8169118,,東京都,,,,,,K-40パークハイツ
35.6833368,139.5681417,,東京都,三鷹市,新川,六丁目,27,29,K-FLAT
35.6862929,139.6161568,,東京都,,,,,,K-FLATS
35.7051049,139.6333244,,東京都,,,,,,K-HOUSE
35.6860376,139.6182275,,東京都,,,,,,K-terrace
35.7381302,139.7397679,,東京都,,,,,,K.FLAT
35.5487553,139.7477535,144-0043,東京都,大田区,,羽田四丁目,13,8,K.I.M.コーポ
35.6718708,139.4828311,,東京都,,,,,,K.Tマンション
35.6955783,139.7076409,,東京都,,,,,,K.T三光ビル
35.6898167,139.5843854,,東京都,,,,,,K.スクエアー
35.7070676,139.767363,,東京都,文京区,湯島,2丁目,32,10,KANAPLEX
35.6898638,139.7666335,,東京都,,,,,,KASAHARA BUILDING
35.7296248,139.7432664,,東京都,,,,,,KDX 文京 千石 レジデンス
35.704094,139.7762637,,東京都,,台東,2丁目,28,,KDXレジデンス御徒町
35.6112212,139.7155365,,東京都,,,,,,KDXレジデンス戸越
35.5864156,139.6726954,,東京都,,,,,,KDXレジデンス田園調布
35.6906276,139.7686565,,東京都,,,,,,KDXレジデンス神田
35.5486417,139.743628,144-0043,東京都,大田区,,羽田二丁目,5,13,KHEIGHTS
35.7795344,139.498484,,東京都,,,,,,KIKKOMAS11
35.7792457,139.498449,,東京都,,,,,,KIKKOMAS3
35.7777961,139.4985431,,東京都,,,,,,KIKKOMAS4
35.6861287,139.8003475,,東京都,,,,14,13,KIYOSUMI SOHO
35.7444033,139.8070599,,東京都,,,,,,KKハウス北千住
35.5459322,139.7454809,144-0043,東京都,大田区,,羽田三丁目,19,13,KKハウス羽田
35.7680052,139.6541002,,東京都,,,,,,KKマンション
35.7361937,139.7516723,,東京都,,,,,,KK北都ヒルズ
35.7088899,139.6125303,,東京都,,,,,,KMコーポ
35.6599673,139.6929629,,東京都,,,,,,KM松濤ヒルズ
35.7408359,139.736205,,東京都,,,,,,KN下瀬坂
35.741582,139.7431773,,東京都,,,,,,KOMAGOME LABEL
35.6952275,139.7076075,,東京都,,,,,,KONKO コーポ新宿
35.6690534,139.3017529,,東京都,,,,,,KRAFT BLDG IV
35.6973104,139.5825952,,東京都,,,,,,KS-5ビル
35.6528191,139.6746158,,東京都,,,,,,KSクレア
35.736604,139.4862412,,東京都,,,,,,KS・コーポ
35.5816224,139.6966514,,東京都,,,,,,KTCハイツ
35.6365422,139.6917204,,東京都,,,,,,KTMコーポ
35.6185179,139.7226856,,東京都,,,,,,KTハイツ
35.693975,139.6006436,,東京都,,,,,,KYハイム
35.6308931,139.4096194,1920351,東京都,,,,,,K`s Crest Garden A
35.6307645,139.409671,1920351,東京都,,,,,,K`s Crest Garden B
35.6565768,139.7724935,,東京都,中央区,勝どき,5丁目,3,1,Kachidoki The Tower
35.7086777,139.6135924,,東京都,,,,,,Kamiogi Marumo Bldg.
35.7400093,139.7415353,,東京都,,,,,,Kaz
35.7395415,139.3261232,,東京都,,,,,,Keinsington
35.7704505,139.7452612,,東京都,,,,,,Kinder Side City
35.7489617,139.7419193,,東京都,,,,,,King House 王子
35.6347903,139.6568774,,東京都,,,,,,Komazawa Court
35.6256599,139.3255307,,東京都,,,,,,Kona Coast
35.7331853,139.7502292,,東京都,,,,,,Kumagome House
35.6915897,139.6019085,,東京都,,,,,,Kura 久我山
35.547415,139.7414386,144-0043,東京都,大田区,,羽田二丁目,18,2,Kwing182
35.5476367,139.7496515,144-0043,東京都,大田区,,羽田五丁目,25,14,KyMax羽田
35.7090647,139.7576174,,東京都,,,,34,,Kカルム
35.6997213,139.4083313,190-0012,東京都,立川市,曙町,1丁目,19,9,Kコーポラス
35.7703541,139.4909156,,東京都,,,,,,KタウンA
35.6352081,139.6915919,,東京都,,,,,,Kハイツ
35.7048607,139.6303531,,東京都,,,,,,Kハイツ
35.5847518,139.7327318,,東京都,,,,,,Kハイム
35.7013638,139.5862604,,東京都,,,,,,Kハウス
35.7054462,139.6100959,,東京都,,,,,,Kハウス
35.7686488,139.644609,,東京都,,,,,,Kハウス
35.7261804,139.479798,,東京都,,,,,,Kハウス一橋学園
35.5494405,139.7478474,144-0043,東京都,大田区,,羽田四丁目,12,7,Kパレス羽田4丁目
35.5472535,139.7493504,144-0043,東京都,大田区,,羽田六丁目,5,16,Kフラッツ516
35.6501192,139.7059323,,東京都,,,,,,K・I・ヒルズ代官山
35.741295,139.7345884,,東京都,,,,,,K・S・ハイム
35.7019046,139.6676268,164-0011,東京都,中野区,中央,4丁目,56,3,K・ミハマ
35.6981628,139.5368093,,東京都,,,,,,KーCUBE
35.6987873,139.6591642,,東京都,,,,,,K･FLAP
35.6878665,139.8007501,,東京都,,,,,14,L Hopiteal
35.6121045,139.7440491,,東京都,,,,,,L&Lハウス
35.5493772,139.7505958,144-0043,東京都,大田区,,羽田五丁目,13,20,L'AILE羽田
35.5473883,139.7467206,144-0043,東京都,大田区,,羽田三丁目,3,26,L'ange
35.6295585,139.7309114,,東京都,,,,,,L-Flat Takanawadai
35.6692275,139.8355068,,東京都,,,,,,L-Place南砂
35.6268813,139.7332631,,東京都,,,,,,LA OTACO
35.7045697,139.7836121,,東京都,,小島,1丁目,16,,LA PAZ TOWA
35.7057073,139.5091585,,東京都,,,,,,LAPIS MUSASHIKOGANEI Ⅲ
35.757027,139.7371256,,東京都,,,,,,LARCS OJI
35.549078,139.7438081,144-0043,東京都,大田区,,羽田一丁目,21,10,LATOUR
35.7268011,139.5403991,,東京都,,,,,,LAVIEDOR田無
35.548767,139.7470759,144-0043,東京都,大田区,,羽田四丁目,14,3,LA・VILLA
35.679574,139.6156588,,東京都,,,,,,LE GRAND 高井戸
35.7780572,139.4921557,,東京都,,,,,,LEONEXT K
35.7780968,139.4923261,,東京都,,,,,,LEONEXT S
35.7298603,139.529853,,東京都,,,,,,LEOPALACE21 HASHIDA
35.7020934,139.7803914,,東京都,,,台東一丁目,37,10,LEXE Akihabara East
35.6631759,139.6623209,,東京都,,,,,,LIBERO
35.6829939,139.5674363,,東京都,,,,,,LIBEST MITAKA SHINKAWA
35.6076641,139.6784993,,東京都,,,,,,LIGHT HOUSE Ⅱ
35.7017844,139.7833211,,東京都,,浅草橋,5丁目,29,,LIONS ASAKUSABASHI Residence
35.7582636,139.740729,,東京都,,,,,,LIVCITY oji
35.6401103,139.7490325,,東京都,,,,,,LIVCITY 田町
35.757315,139.7415548,,東京都,,,,,,LOIRE NEU OUJI
35.639161,139.7546604,108-0022,東京都,,,,,,LOOP-M
35.5639045,139.7090028,,東京都,,,,,,LOTUS FLAT2
35.5640151,139.708876,,東京都,,,,,,LOTUS FLAT3
35.7400432,139.7452957,,東京都,,,,,,LOUIS HOUSE 西ヶ原
35.549777,139.7416873,144-0043,東京都,大田区,,羽田一丁目,17,,LUCASAH
35.6430047,139.7298164,,東京都,,,四丁目,4,10,LUCE SHIROKANE
35.7375454,139.7316134,,東京都,,,,,,LUCRAS巣鴨
35.7302167,139.737708,,東京都,,,,,,LUORE Bunkyo Sengaku
35.703832,139.779117,,東京都,台東区,,台東二丁目,32,10,LUPINAS台東レジデンス
35.7704598,139.6419712,175-0093,東京都,板橋区,赤塚新町,3丁目,1,5,LYNX赤塚新町
35.59046,139.7230004,,東京都,,,,,,La Balaine Omori-sannou
35.6430233,139.6721895,,東京都,,,,,,La Fleur de Sangenjaya
35.7405007,139.7487696,,東京都,,,,,,La Maison du Komagome
35.7395655,139.7470222,,東京都,,,,,,La Maniere de Vivre
35.6946367,139.5695198,,東京都,,,,,,La Provance
35.741199,139.7427707,,東京都,,,,,,La foresta Komagome
35.7413886,139.7436963,,東京都,,,,,,La verira 西ヶ原
35.6997533,139.659602,,東京都,,,,,,"La, Bell Maison"
35.545557,139.7468516,144-0043,東京都,大田区,,羽田六丁目,29,13,Lafleur
35.5478422,139.7501731,144-0043,東京都,大田区,,羽田五丁目,25,,Lamer
35.7251754,139.8507581,1240025,東京都,葛飾区,,西新小岩５丁目,25,16,Lanai T Garden
35.7292919,139.5404001,,東京都,,,,,,Lapin
35.5485675,139.7505524,144-0043,東京都,大田区,,羽田五丁目,13,10,Lapluma
35.6533337,139.6739417,,東京都,,,,,,Laule'a　三宿
